instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,days_count,season_cluster,weathersit_cluster
5383,2011-08-17,3,0,8,4,0,3,1,1,26.240000000000002,30.305,73.0,0.0,0,5,5,24,Fall,Clear/Partly Cloudy
5384,2011-08-17,3,0,8,5,0,3,1,1,26.240000000000002,30.305,73.0,0.0,0,28,28,24,Fall,Clear/Partly Cloudy
5385,2011-08-17,3,0,8,6,0,3,1,1,25.419999999999998,29.544999999999998,78.0,0.0,4,101,105,24,Fall,Clear/Partly Cloudy
5386,2011-08-17,3,0,8,7,0,3,1,1,27.060000000000002,31.06,65.0,6.0032,12,296,308,24,Fall,Clear/Partly Cloudy
5387,2011-08-17,3,0,8,8,0,3,1,1,28.7,32.574999999999996,54.0,11.0014,35,452,487,24,Fall,Clear/Partly Cloudy
5388,2011-08-17,3,0,8,9,0,3,1,1,30.34,33.335,48.0,6.0032,31,178,209,24,Fall,Clear/Partly Cloudy
5389,2011-08-17,3,0,8,10,0,3,1,1,31.16,34.089999999999996,43.0,6.0032,27,91,118,24,Fall,Clear/Partly Cloudy
5390,2011-08-17,3,0,8,11,0,3,1,1,31.98,34.849999999999994,43.0,7.0015,20,108,128,24,Fall,Clear/Partly Cloudy
5391,2011-08-17,3,0,8,12,0,3,1,1,32.800000000000004,36.364999999999995,43.0,19.0012,26,163,189,24,Fall,Clear/Partly Cloudy
5392,2011-08-17,3,0,8,13,0,3,1,1,32.800000000000004,35.605,41.0,12.998000000000001,38,138,176,24,Fall,Clear/Partly Cloudy
5393,2011-08-17,3,0,8,14,0,3,1,1,33.62,36.364999999999995,36.0,11.0014,54,138,192,24,Fall,Clear/Partly Cloudy
5394,2011-08-17,3,0,8,15,0,3,1,1,32.800000000000004,36.364999999999995,43.0,8.9981,42,117,159,24,Fall,Clear/Partly Cloudy
5395,2011-08-17,3,0,8,16,0,3,1,1,33.62,37.12,43.0,15.001299999999999,62,238,300,24,Fall,Clear/Partly Cloudy
5396,2011-08-17,3,0,8,17,0,3,1,1,32.800000000000004,37.12,49.0,15.001299999999999,46,506,552,24,Fall,Clear/Partly Cloudy
5397,2011-08-17,3,0,8,18,0,3,1,1,31.16,34.849999999999994,55.00000000000001,16.997899999999998,86,470,556,24,Fall,Clear/Partly Cloudy
5398,2011-08-17,3,0,8,19,0,3,1,1,31.16,34.849999999999994,55.00000000000001,15.001299999999999,50,297,347,24,Fall,Clear/Partly Cloudy
5399,2011-08-17,3,0,8,20,0,3,1,1,30.34,34.089999999999996,57.99999999999999,16.997899999999998,37,243,280,24,Fall,Clear/Partly Cloudy
5400,2011-08-17,3,0,8,21,0,3,1,1,29.52,34.089999999999996,62.0,15.001299999999999,38,192,230,24,Fall,Clear/Partly Cloudy
5401,2011-08-17,3,0,8,22,0,3,1,1,28.7,32.574999999999996,65.0,12.998000000000001,29,142,171,24,Fall,Clear/Partly Cloudy
5402,2011-08-17,3,0,8,23,0,3,1,1,28.7,32.574999999999996,65.0,19.0012,20,85,105,24,Fall,Clear/Partly Cloudy
5403,2011-08-18,3,0,8,0,0,4,1,1,27.880000000000003,31.819999999999997,65.0,8.9981,18,38,56,24,Fall,Clear/Partly Cloudy
5404,2011-08-18,3,0,8,1,0,4,1,2,27.060000000000002,31.06,65.0,11.0014,13,11,24,24,Fall,Mist/Cloudy
5405,2011-08-18,3,0,8,2,0,4,1,1,27.060000000000002,31.06,65.0,15.001299999999999,2,4,6,24,Fall,Clear/Partly Cloudy
5406,2011-08-18,3,0,8,3,0,4,1,1,27.060000000000002,31.06,69.0,19.0012,0,6,6,24,Fall,Clear/Partly Cloudy
5407,2011-08-18,3,0,8,4,0,4,1,1,26.240000000000002,30.305,73.0,15.001299999999999,0,9,9,24,Fall,Clear/Partly Cloudy
5408,2011-08-18,3,0,8,5,0,4,1,1,26.240000000000002,29.544999999999998,78.0,19.0012,0,27,27,24,Fall,Clear/Partly Cloudy
5409,2011-08-18,3,0,8,6,0,4,1,2,26.240000000000002,29.544999999999998,78.0,16.997899999999998,6,97,103,24,Fall,Mist/Cloudy
5410,2011-08-18,3,0,8,7,0,4,1,1,26.240000000000002,29.544999999999998,78.0,19.999499999999998,19,289,308,24,Fall,Clear/Partly Cloudy
5411,2011-08-18,3,0,8,8,0,4,1,1,27.060000000000002,31.06,74.0,19.0012,27,393,420,24,Fall,Clear/Partly Cloudy
5412,2011-08-18,3,0,8,9,0,4,1,1,29.52,34.089999999999996,66.0,16.997899999999998,42,186,228,24,Fall,Clear/Partly Cloudy
5413,2011-08-18,3,0,8,10,0,4,1,1,30.34,34.849999999999994,66.0,16.997899999999998,37,92,129,24,Fall,Clear/Partly Cloudy
5414,2011-08-18,3,0,8,11,0,4,1,1,31.16,35.605,57.99999999999999,16.997899999999998,44,97,141,24,Fall,Clear/Partly Cloudy
5415,2011-08-18,3,0,8,12,0,4,1,1,32.800000000000004,37.12,52.0,19.0012,34,139,173,24,Fall,Clear/Partly Cloudy
5416,2011-08-18,3,0,8,13,0,4,1,1,32.800000000000004,37.12,52.0,23.9994,33,154,187,24,Fall,Clear/Partly Cloudy
5417,2011-08-18,3,0,8,14,0,4,1,1,33.62,37.88,46.0,22.0028,67,115,182,24,Fall,Clear/Partly Cloudy
5418,2011-08-18,3,0,8,15,0,4,1,1,32.800000000000004,36.364999999999995,46.0,23.9994,56,118,174,24,Fall,Clear/Partly Cloudy
5419,2011-08-18,3,0,8,16,0,4,1,1,32.800000000000004,36.364999999999995,46.0,23.9994,49,196,245,24,Fall,Clear/Partly Cloudy
5420,2011-08-18,3,0,8,17,0,4,1,3,32.800000000000004,36.364999999999995,46.0,19.999499999999998,44,365,409,24,Fall,Light Snow/Rain
5421,2011-08-18,3,0,8,18,0,4,1,3,31.16,34.849999999999994,55.00000000000001,16.997899999999998,48,226,274,24,Fall,Light Snow/Rain
5422,2011-08-18,3,0,8,19,0,4,1,1,27.060000000000002,30.305,83.0,7.0015,26,115,141,24,Fall,Clear/Partly Cloudy
5423,2011-08-18,3,0,8,20,0,4,1,1,27.060000000000002,30.305,83.0,7.0015,24,141,165,24,Fall,Clear/Partly Cloudy
5424,2011-08-18,3,0,8,21,0,4,1,2,27.880000000000003,31.819999999999997,79.0,0.0,12,137,149,24,Fall,Mist/Cloudy
5425,2011-08-18,3,0,8,22,0,4,1,2,28.7,33.335,74.0,7.0015,18,117,135,24,Fall,Mist/Cloudy
5426,2011-08-18,3,0,8,23,0,4,1,2,28.7,33.335,74.0,8.9981,20,94,114,24,Fall,Mist/Cloudy
5427,2011-08-19,3,0,8,0,0,5,1,3,27.880000000000003,31.819999999999997,69.0,12.998000000000001,9,53,62,24,Fall,Light Snow/Rain
5428,2011-08-19,3,0,8,1,0,5,1,3,26.240000000000002,28.79,89.0,0.0,1,19,20,24,Fall,Light Snow/Rain
5429,2011-08-19,3,0,8,2,0,5,1,3,26.240000000000002,28.79,83.0,0.0,0,8,8,24,Fall,Light Snow/Rain
5430,2011-08-19,3,0,8,3,0,5,1,1,26.240000000000002,29.544999999999998,78.0,0.0,2,1,3,24,Fall,Clear/Partly Cloudy
5431,2011-08-19,3,0,8,4,0,5,1,1,26.240000000000002,28.79,83.0,0.0,1,7,8,24,Fall,Clear/Partly Cloudy
5432,2011-08-19,3,0,8,5,0,5,1,1,26.240000000000002,28.79,83.0,0.0,1,16,17,24,Fall,Clear/Partly Cloudy
5433,2011-08-19,3,0,8,6,0,5,1,1,26.240000000000002,28.79,83.0,0.0,2,91,93,24,Fall,Clear/Partly Cloudy
5434,2011-08-19,3,0,8,7,0,5,1,2,27.060000000000002,30.305,83.0,6.0032,12,251,263,24,Fall,Mist/Cloudy
5435,2011-08-19,3,0,8,8,0,5,1,2,27.060000000000002,30.305,83.0,0.0,30,368,398,24,Fall,Mist/Cloudy
5436,2011-08-19,3,0,8,9,0,5,1,1,28.7,32.574999999999996,65.0,8.9981,31,187,218,24,Fall,Clear/Partly Cloudy
5437,2011-08-19,3,0,8,10,0,5,1,1,29.52,34.089999999999996,62.0,6.0032,57,108,165,24,Fall,Clear/Partly Cloudy
5438,2011-08-19,3,0,8,11,0,5,1,2,29.52,34.089999999999996,66.0,6.0032,45,120,165,24,Fall,Mist/Cloudy
5439,2011-08-19,3,0,8,12,0,5,1,2,30.34,34.089999999999996,62.0,6.0032,54,168,222,24,Fall,Mist/Cloudy
5440,2011-08-19,3,0,8,13,0,5,1,2,31.16,35.605,62.0,12.998000000000001,63,169,232,24,Fall,Mist/Cloudy
5441,2011-08-19,3,0,8,14,0,5,1,1,31.98,36.364999999999995,55.00000000000001,12.998000000000001,78,142,220,24,Fall,Clear/Partly Cloudy
5442,2011-08-19,3,0,8,15,0,5,1,1,32.800000000000004,37.12,49.0,7.0015,66,156,222,24,Fall,Clear/Partly Cloudy
5443,2011-08-19,3,0,8,16,0,5,1,1,32.800000000000004,37.12,49.0,0.0,66,261,327,24,Fall,Clear/Partly Cloudy
5444,2011-08-19,3,0,8,17,0,5,1,1,31.16,35.605,57.99999999999999,35.0008,85,442,527,24,Fall,Clear/Partly Cloudy
5445,2011-08-19,3,0,8,18,0,5,1,1,31.16,35.605,57.99999999999999,35.0008,88,337,425,24,Fall,Clear/Partly Cloudy
5446,2011-08-19,3,0,8,19,0,5,1,3,25.419999999999998,29.544999999999998,73.0,31.0009,33,132,165,24,Fall,Light Snow/Rain
5447,2011-08-19,3,0,8,20,0,5,1,3,25.419999999999998,28.79,83.0,19.999499999999998,12,46,58,24,Fall,Light Snow/Rain
5448,2011-08-19,3,0,8,21,0,5,1,1,25.419999999999998,28.79,83.0,8.9981,18,89,107,24,Fall,Clear/Partly Cloudy
5449,2011-08-19,3,0,8,22,0,5,1,1,24.599999999999998,27.275,88.0,8.9981,25,97,122,24,Fall,Clear/Partly Cloudy
5450,2011-08-19,3,0,8,23,0,5,1,2,24.599999999999998,27.275,88.0,6.0032,18,88,106,24,Fall,Mist/Cloudy
5451,2011-08-20,3,0,8,0,0,6,0,1,24.599999999999998,27.275,88.0,0.0,21,107,128,24,Fall,Clear/Partly Cloudy
5452,2011-08-20,3,0,8,1,0,6,0,1,25.419999999999998,28.79,83.0,0.0,12,35,47,24,Fall,Clear/Partly Cloudy
5453,2011-08-20,3,0,8,2,0,6,0,1,25.419999999999998,29.544999999999998,78.0,0.0,10,59,69,24,Fall,Clear/Partly Cloudy
5454,2011-08-20,3,0,8,3,0,6,0,1,25.419999999999998,29.544999999999998,78.0,0.0,9,42,51,24,Fall,Clear/Partly Cloudy
5455,2011-08-20,3,0,8,4,0,6,0,2,24.599999999999998,27.275,88.0,0.0,1,6,7,24,Fall,Mist/Cloudy
5456,2011-08-20,3,0,8,5,0,6,0,1,24.599999999999998,28.03,83.0,0.0,0,8,8,24,Fall,Clear/Partly Cloudy
5457,2011-08-20,3,0,8,6,0,6,0,2,24.599999999999998,28.03,83.0,8.9981,6,18,24,24,Fall,Mist/Cloudy
5458,2011-08-20,3,0,8,7,0,6,0,1,25.419999999999998,28.79,83.0,0.0,8,36,44,24,Fall,Clear/Partly Cloudy
5459,2011-08-20,3,0,8,8,0,6,0,1,27.060000000000002,31.06,69.0,0.0,27,106,133,24,Fall,Clear/Partly Cloudy
5460,2011-08-20,3,0,8,9,0,6,0,1,28.7,32.574999999999996,65.0,0.0,51,139,190,24,Fall,Clear/Partly Cloudy
5461,2011-08-20,3,0,8,10,0,6,0,1,29.52,34.089999999999996,62.0,7.0015,114,192,306,24,Fall,Clear/Partly Cloudy
5462,2011-08-20,3,0,8,11,0,6,0,1,29.52,33.335,57.99999999999999,0.0,115,223,338,24,Fall,Clear/Partly Cloudy
5463,2011-08-20,3,0,8,12,0,6,0,1,30.34,34.089999999999996,57.99999999999999,8.9981,156,253,409,24,Fall,Clear/Partly Cloudy
5464,2011-08-20,3,0,8,13,0,6,0,1,31.16,34.849999999999994,55.00000000000001,8.9981,158,220,378,24,Fall,Clear/Partly Cloudy
5465,2011-08-20,3,0,8,14,0,6,0,1,32.800000000000004,37.12,49.0,12.998000000000001,147,228,375,24,Fall,Clear/Partly Cloudy
5466,2011-08-20,3,0,8,15,0,6,0,1,32.800000000000004,36.364999999999995,43.0,12.998000000000001,175,215,390,24,Fall,Clear/Partly Cloudy
5467,2011-08-20,3,0,8,16,0,6,0,1,32.800000000000004,36.364999999999995,46.0,12.998000000000001,151,222,373,24,Fall,Clear/Partly Cloudy
5468,2011-08-20,3,0,8,17,0,6,0,1,32.800000000000004,37.12,49.0,12.998000000000001,180,203,383,24,Fall,Clear/Partly Cloudy
5469,2011-08-20,3,0,8,18,0,6,0,1,31.16,35.605,57.99999999999999,16.997899999999998,169,225,394,24,Fall,Clear/Partly Cloudy
5470,2011-08-20,3,0,8,19,0,6,0,1,30.34,34.089999999999996,62.0,12.998000000000001,109,182,291,24,Fall,Clear/Partly Cloudy
5471,2011-08-20,3,0,8,20,0,6,0,1,30.34,34.089999999999996,62.0,15.001299999999999,78,170,248,24,Fall,Clear/Partly Cloudy
5472,2011-08-20,3,0,8,21,0,6,0,1,29.52,34.089999999999996,70.0,15.001299999999999,81,144,225,24,Fall,Clear/Partly Cloudy
5473,2011-08-20,3,0,8,22,0,6,0,2,28.7,33.335,74.0,12.998000000000001,77,146,223,24,Fall,Mist/Cloudy
5474,2011-08-20,3,0,8,23,0,6,0,1,28.7,33.335,74.0,8.9981,59,98,157,24,Fall,Clear/Partly Cloudy
5475,2011-08-21,3,0,8,0,0,0,0,1,28.7,33.335,74.0,12.998000000000001,6,68,74,24,Fall,Clear/Partly Cloudy
5476,2011-08-21,3,0,8,1,0,0,0,1,27.880000000000003,31.819999999999997,79.0,15.001299999999999,17,69,86,24,Fall,Clear/Partly Cloudy
5477,2011-08-21,3,0,8,2,0,0,0,1,27.880000000000003,31.819999999999997,79.0,12.998000000000001,13,51,64,24,Fall,Clear/Partly Cloudy
5478,2011-08-21,3,0,8,3,0,0,0,1,27.060000000000002,30.305,83.0,15.001299999999999,25,26,51,24,Fall,Clear/Partly Cloudy
5479,2011-08-21,3,0,8,4,0,0,0,1,27.880000000000003,31.819999999999997,83.0,15.001299999999999,1,5,6,24,Fall,Clear/Partly Cloudy
5480,2011-08-21,3,0,8,5,0,0,0,1,27.060000000000002,29.544999999999998,89.0,19.999499999999998,0,8,8,24,Fall,Clear/Partly Cloudy
5481,2011-08-21,3,0,8,6,0,0,0,1,27.060000000000002,29.544999999999998,89.0,19.0012,4,10,14,24,Fall,Clear/Partly Cloudy
5482,2011-08-21,3,0,8,7,0,0,0,1,27.880000000000003,31.819999999999997,83.0,19.999499999999998,12,19,31,24,Fall,Clear/Partly Cloudy
5483,2011-08-21,3,0,8,8,0,0,0,1,28.7,33.335,79.0,15.001299999999999,30,62,92,24,Fall,Clear/Partly Cloudy
5484,2011-08-21,3,0,8,9,0,0,0,1,29.52,34.849999999999994,74.0,15.001299999999999,80,151,231,24,Fall,Clear/Partly Cloudy
5485,2011-08-21,3,0,8,10,0,0,0,1,30.34,35.605,74.0,16.997899999999998,97,177,274,24,Fall,Clear/Partly Cloudy
5486,2011-08-21,3,0,8,11,0,0,0,1,32.800000000000004,39.395,63.0,19.0012,132,181,313,24,Fall,Clear/Partly Cloudy
5487,2011-08-21,3,0,8,12,0,0,0,1,33.62,40.150000000000006,59.0,19.0012,135,239,374,24,Fall,Clear/Partly Cloudy
5488,2011-08-21,3,0,8,13,0,0,0,1,32.800000000000004,38.635000000000005,59.0,27.999299999999998,94,216,310,24,Fall,Clear/Partly Cloudy
5489,2011-08-21,3,0,8,14,0,0,0,3,28.7,33.335,79.0,26.0027,78,157,235,24,Fall,Light Snow/Rain
5490,2011-08-21,3,0,8,15,0,0,0,1,28.7,33.335,84.0,19.0012,17,51,68,24,Fall,Clear/Partly Cloudy
5491,2011-08-21,3,0,8,16,0,0,0,1,29.52,34.849999999999994,79.0,11.0014,97,161,258,24,Fall,Clear/Partly Cloudy
5492,2011-08-21,3,0,8,17,0,0,0,1,29.52,34.849999999999994,79.0,8.9981,91,179,270,24,Fall,Clear/Partly Cloudy
5493,2011-08-21,3,0,8,18,0,0,0,1,29.52,34.849999999999994,79.0,16.997899999999998,96,215,311,24,Fall,Clear/Partly Cloudy
5494,2011-08-21,3,0,8,19,0,0,0,1,29.52,34.089999999999996,70.0,16.997899999999998,81,201,282,24,Fall,Clear/Partly Cloudy
5495,2011-08-21,3,0,8,20,0,0,0,1,28.7,33.335,79.0,16.997899999999998,41,140,181,24,Fall,Clear/Partly Cloudy
5496,2011-08-21,3,0,8,21,0,0,0,1,28.7,33.335,79.0,16.997899999999998,45,93,138,24,Fall,Clear/Partly Cloudy
5497,2011-08-21,3,0,8,22,0,0,0,2,28.7,33.335,79.0,12.998000000000001,37,97,134,24,Fall,Mist/Cloudy
5498,2011-08-21,3,0,8,23,0,0,0,1,28.7,33.335,74.0,11.0014,20,48,68,24,Fall,Clear/Partly Cloudy
5499,2011-08-22,3,0,8,0,0,1,1,1,27.880000000000003,31.819999999999997,79.0,11.0014,18,22,40,24,Fall,Clear/Partly Cloudy
5500,2011-08-22,3,0,8,1,0,1,1,1,27.880000000000003,31.819999999999997,79.0,6.0032,8,13,21,24,Fall,Clear/Partly Cloudy
5501,2011-08-22,3,0,8,2,0,1,1,2,28.7,32.574999999999996,65.0,7.0015,2,6,8,24,Fall,Mist/Cloudy
5502,2011-08-22,3,0,8,3,0,1,1,3,28.7,32.574999999999996,65.0,8.9981,0,5,5,24,Fall,Light Snow/Rain
5503,2011-08-22,3,0,8,4,0,1,1,1,27.880000000000003,31.819999999999997,65.0,12.998000000000001,2,10,12,24,Fall,Clear/Partly Cloudy
5504,2011-08-22,3,0,8,5,0,1,1,1,27.060000000000002,31.06,65.0,23.9994,1,23,24,24,Fall,Clear/Partly Cloudy
5505,2011-08-22,3,0,8,6,0,1,1,1,27.060000000000002,31.06,61.0,19.999499999999998,6,106,112,24,Fall,Clear/Partly Cloudy
5506,2011-08-22,3,0,8,7,0,1,1,1,27.060000000000002,31.06,61.0,22.0028,11,270,281,24,Fall,Clear/Partly Cloudy
5507,2011-08-22,3,0,8,8,0,1,1,1,27.060000000000002,31.06,61.0,22.0028,20,331,351,24,Fall,Clear/Partly Cloudy
5508,2011-08-22,3,0,8,9,0,1,1,1,27.880000000000003,31.819999999999997,54.0,16.997899999999998,36,151,187,24,Fall,Clear/Partly Cloudy
5509,2011-08-22,3,0,8,10,0,1,1,1,28.7,32.574999999999996,48.0,19.0012,36,85,121,24,Fall,Clear/Partly Cloudy
5510,2011-08-22,3,0,8,11,0,1,1,1,29.52,32.574999999999996,34.0,22.0028,46,85,131,24,Fall,Clear/Partly Cloudy
5511,2011-08-22,3,0,8,12,0,1,1,1,30.34,32.574999999999996,35.0,26.0027,54,153,207,24,Fall,Clear/Partly Cloudy
5512,2011-08-22,3,0,8,13,0,1,1,1,30.34,32.574999999999996,30.0,31.0009,47,158,205,24,Fall,Clear/Partly Cloudy
5513,2011-08-22,3,0,8,14,0,1,1,1,30.34,32.574999999999996,30.0,26.0027,88,137,225,24,Fall,Clear/Partly Cloudy
5514,2011-08-22,3,0,8,15,0,1,1,1,30.34,32.574999999999996,30.0,19.999499999999998,72,127,199,24,Fall,Clear/Partly Cloudy
5515,2011-08-22,3,0,8,16,0,1,1,1,30.34,32.574999999999996,30.0,26.0027,66,254,320,24,Fall,Clear/Partly Cloudy
5516,2011-08-22,3,0,8,17,0,1,1,1,30.34,32.574999999999996,27.0,22.0028,82,509,591,24,Fall,Clear/Partly Cloudy
5517,2011-08-22,3,0,8,18,0,1,1,1,29.52,32.574999999999996,28.000000000000004,19.999499999999998,72,537,609,24,Fall,Clear/Partly Cloudy
5518,2011-08-22,3,0,8,19,0,1,1,1,28.7,31.819999999999997,30.0,19.0012,66,350,416,24,Fall,Clear/Partly Cloudy
5519,2011-08-22,3,0,8,20,0,1,1,1,27.060000000000002,31.06,34.0,12.998000000000001,21,247,268,24,Fall,Clear/Partly Cloudy
5520,2011-08-22,3,0,8,21,0,1,1,1,26.240000000000002,31.06,38.0,12.998000000000001,28,180,208,24,Fall,Clear/Partly Cloudy
5521,2011-08-22,3,0,8,22,0,1,1,1,26.240000000000002,31.06,38.0,19.999499999999998,32,121,153,24,Fall,Clear/Partly Cloudy
5522,2011-08-22,3,0,8,23,0,1,1,1,25.419999999999998,31.06,41.0,16.997899999999998,19,45,64,24,Fall,Clear/Partly Cloudy
5523,2011-08-23,3,0,8,0,0,2,1,1,24.599999999999998,31.06,43.0,12.998000000000001,13,22,35,24,Fall,Clear/Partly Cloudy
5524,2011-08-23,3,0,8,1,0,2,1,1,23.779999999999998,27.275,49.0,12.998000000000001,6,13,19,24,Fall,Clear/Partly Cloudy
5525,2011-08-23,3,0,8,2,0,2,1,1,22.96,26.515,52.0,12.998000000000001,2,4,6,24,Fall,Clear/Partly Cloudy
5526,2011-08-23,3,0,8,3,0,2,1,1,22.96,26.515,52.0,19.0012,2,4,6,24,Fall,Clear/Partly Cloudy
5527,2011-08-23,3,0,8,4,0,2,1,1,22.14,25.759999999999998,56.00000000000001,11.0014,0,5,5,24,Fall,Clear/Partly Cloudy
5528,2011-08-23,3,0,8,5,0,2,1,1,22.14,25.759999999999998,56.00000000000001,12.998000000000001,1,35,36,24,Fall,Clear/Partly Cloudy
5529,2011-08-23,3,0,8,6,0,2,1,1,22.14,25.759999999999998,60.0,12.998000000000001,3,111,114,24,Fall,Clear/Partly Cloudy
5530,2011-08-23,3,0,8,7,0,2,1,1,24.599999999999998,31.06,49.0,12.998000000000001,11,333,344,24,Fall,Clear/Partly Cloudy
5531,2011-08-23,3,0,8,8,0,2,1,2,25.419999999999998,31.06,50.0,0.0,43,461,504,24,Fall,Mist/Cloudy
5532,2011-08-23,3,0,8,9,0,2,1,2,27.060000000000002,31.06,44.0,0.0,34,191,225,24,Fall,Mist/Cloudy
5533,2011-08-23,3,0,8,10,0,2,1,1,28.7,31.819999999999997,37.0,0.0,56,92,148,24,Fall,Clear/Partly Cloudy
5534,2011-08-23,3,0,8,11,0,2,1,1,28.7,31.819999999999997,34.0,7.0015,62,124,186,24,Fall,Clear/Partly Cloudy
5535,2011-08-23,3,0,8,12,0,2,1,1,28.7,31.819999999999997,39.0,6.0032,60,177,237,24,Fall,Clear/Partly Cloudy
5536,2011-08-23,3,0,8,13,0,2,1,1,29.52,32.574999999999996,30.0,7.0015,70,164,234,24,Fall,Clear/Partly Cloudy
5537,2011-08-23,3,0,8,14,0,2,1,1,29.52,32.574999999999996,30.0,6.0032,149,502,651,24,Fall,Clear/Partly Cloudy
5538,2011-08-23,3,0,8,15,0,2,1,1,29.52,32.574999999999996,34.0,15.001299999999999,178,423,601,24,Fall,Clear/Partly Cloudy
5539,2011-08-23,3,0,8,16,0,2,1,1,29.52,32.574999999999996,32.0,8.9981,133,311,444,24,Fall,Clear/Partly Cloudy
5540,2011-08-23,3,0,8,17,0,2,1,1,29.52,32.574999999999996,34.0,15.001299999999999,133,339,472,24,Fall,Clear/Partly Cloudy
5541,2011-08-23,3,0,8,18,0,2,1,1,29.52,32.574999999999996,34.0,12.998000000000001,98,421,519,24,Fall,Clear/Partly Cloudy
5542,2011-08-23,3,0,8,19,0,2,1,1,27.060000000000002,31.06,50.0,15.001299999999999,70,297,367,24,Fall,Clear/Partly Cloudy
5543,2011-08-23,3,0,8,20,0,2,1,1,26.240000000000002,31.06,53.0,16.997899999999998,54,206,260,24,Fall,Clear/Partly Cloudy
5544,2011-08-23,3,0,8,21,0,2,1,1,25.419999999999998,31.06,56.99999999999999,0.0,38,173,211,24,Fall,Clear/Partly Cloudy
5545,2011-08-23,3,0,8,22,0,2,1,1,25.419999999999998,31.06,56.99999999999999,8.9981,46,145,191,24,Fall,Clear/Partly Cloudy
5546,2011-08-23,3,0,8,23,0,2,1,1,25.419999999999998,30.305,61.0,8.9981,19,61,80,24,Fall,Clear/Partly Cloudy
5547,2011-08-24,3,0,8,0,0,3,1,1,25.419999999999998,31.06,56.99999999999999,8.9981,9,29,38,24,Fall,Clear/Partly Cloudy
5548,2011-08-24,3,0,8,1,0,3,1,1,24.599999999999998,30.305,60.0,7.0015,7,17,24,24,Fall,Clear/Partly Cloudy
5549,2011-08-24,3,0,8,2,0,3,1,1,23.779999999999998,27.275,68.0,8.9981,2,4,6,24,Fall,Clear/Partly Cloudy
5550,2011-08-24,3,0,8,3,0,3,1,1,23.779999999999998,27.275,68.0,8.9981,0,1,1,24,Fall,Clear/Partly Cloudy
5551,2011-08-24,3,0,8,4,0,3,1,1,22.96,26.515,73.0,7.0015,0,7,7,24,Fall,Clear/Partly Cloudy
5552,2011-08-24,3,0,8,5,0,3,1,1,22.96,26.515,73.0,7.0015,1,26,27,24,Fall,Clear/Partly Cloudy
5553,2011-08-24,3,0,8,6,0,3,1,1,22.96,26.515,73.0,0.0,3,105,108,24,Fall,Clear/Partly Cloudy
5554,2011-08-24,3,0,8,7,0,3,1,1,24.599999999999998,30.305,64.0,6.0032,11,297,308,24,Fall,Clear/Partly Cloudy
5555,2011-08-24,3,0,8,8,0,3,1,1,25.419999999999998,30.305,69.0,8.9981,32,436,468,24,Fall,Clear/Partly Cloudy
5556,2011-08-24,3,0,8,9,0,3,1,1,26.240000000000002,30.305,69.0,16.997899999999998,44,169,213,24,Fall,Clear/Partly Cloudy
5557,2011-08-24,3,0,8,10,0,3,1,1,28.7,32.574999999999996,57.99999999999999,19.0012,51,95,146,24,Fall,Clear/Partly Cloudy
5558,2011-08-24,3,0,8,11,0,3,1,1,29.52,33.335,54.0,19.999499999999998,57,128,185,24,Fall,Clear/Partly Cloudy
5559,2011-08-24,3,0,8,12,0,3,1,1,30.34,34.089999999999996,55.00000000000001,22.0028,60,175,235,24,Fall,Clear/Partly Cloudy
5560,2011-08-24,3,0,8,13,0,3,1,1,31.16,34.089999999999996,48.0,27.999299999999998,56,180,236,24,Fall,Clear/Partly Cloudy
5561,2011-08-24,3,0,8,14,0,3,1,1,31.16,34.089999999999996,48.0,27.999299999999998,77,127,204,24,Fall,Clear/Partly Cloudy
5562,2011-08-24,3,0,8,15,0,3,1,1,31.16,34.089999999999996,48.0,30.002599999999997,63,141,204,24,Fall,Clear/Partly Cloudy
5563,2011-08-24,3,0,8,16,0,3,1,1,31.16,34.849999999999994,52.0,27.999299999999998,49,222,271,24,Fall,Clear/Partly Cloudy
5564,2011-08-24,3,0,8,17,0,3,1,1,31.16,34.849999999999994,52.0,23.9994,83,484,567,24,Fall,Clear/Partly Cloudy
5565,2011-08-24,3,0,8,18,0,3,1,1,30.34,34.089999999999996,55.00000000000001,19.999499999999998,102,519,621,24,Fall,Clear/Partly Cloudy
5566,2011-08-24,3,0,8,19,0,3,1,1,30.34,34.089999999999996,55.00000000000001,19.999499999999998,93,347,440,24,Fall,Clear/Partly Cloudy
5567,2011-08-24,3,0,8,20,0,3,1,1,29.52,33.335,57.99999999999999,19.999499999999998,45,289,334,24,Fall,Clear/Partly Cloudy
5568,2011-08-24,3,0,8,21,0,3,1,1,28.7,32.574999999999996,61.0,23.9994,47,189,236,24,Fall,Clear/Partly Cloudy
5569,2011-08-24,3,0,8,22,0,3,1,1,28.7,32.574999999999996,65.0,23.9994,41,140,181,24,Fall,Clear/Partly Cloudy
5570,2011-08-24,3,0,8,23,0,3,1,1,27.880000000000003,31.819999999999997,69.0,19.999499999999998,16,54,70,24,Fall,Clear/Partly Cloudy
5571,2011-08-25,3,0,8,0,0,4,1,1,27.880000000000003,31.819999999999997,74.0,19.999499999999998,11,41,52,24,Fall,Clear/Partly Cloudy
5572,2011-08-25,3,0,8,1,0,4,1,1,27.880000000000003,31.819999999999997,69.0,26.0027,4,11,15,24,Fall,Clear/Partly Cloudy
